# Mach, CD, CP [meters, 0=nosecone], CN, CNa
2.650,0.539333,5.802876,0.000000,8.467328
2.660,0.538665,5.798067,0.000000,8.438869
2.670,0.538000,5.793222,0.000000,8.410409
2.680,0.537339,5.788341,0.000000,8.381950
2.690,0.536681,5.783424,0.000000,8.353491
2.700,0.536027,5.778469,0.000000,8.325031
2.710,0.535376,5.773931,0.000000,8.299069
2.720,0.534728,5.769360,0.000000,8.273107
2.730,0.534083,5.764758,0.000000,8.247144
2.740,0.533442,5.760125,0.000000,8.221182
2.750,0.532803,5.755459,0.000000,8.195219
2.760,0.532168,5.750760,0.000000,8.169257
2.770,0.531536,5.746029,0.000000,8.143294
2.780,0.530908,5.741265,0.000000,8.117332
2.790,0.530282,5.736468,0.000000,8.091370
2.800,0.529659,5.731637,0.000000,8.065407
2.810,0.529040,5.727191,0.000000,8.041612
2.820,0.528423,5.722716,0.000000,8.017817
2.830,0.527810,5.718212,0.000000,7.994021
2.840,0.527199,5.713679,0.000000,7.970226
2.850,0.526592,5.709116,0.000000,7.946431
2.860,0.525987,5.704523,0.000000,7.922636
2.870,0.525386,5.699901,0.000000,7.898840
2.880,0.524787,5.695248,0.000000,7.875045
2.890,0.524191,5.690565,0.000000,7.851250
2.900,0.523598,5.685851,0.000000,7.827455
2.910,0.523008,5.681494,0.000000,7.805554
2.920,0.522421,5.677111,0.000000,7.783654
2.930,0.521837,5.672701,0.000000,7.761754
2.940,0.521255,5.668265,0.000000,7.739854
2.950,0.520676,5.663801,0.000000,7.717953
2.960,0.520100,5.659309,0.000000,7.696053
2.970,0.519527,5.654790,0.000000,7.674153
2.980,0.518956,5.650243,0.000000,7.652253
2.990,0.518389,5.645669,0.000000,7.630352
3.000,0.517823,5.641066,0.000000,7.608452
